2,e50.png,5,0.73,0.5
1,e20.png,1,0.71,0.2
2,e50.png,3,0.61,0.5
1,e20.png,3,0.74,0.2
2,e100.png,3,0.39,1
2,e80.png,1,0.72,0.8
1,e100.png,1,0.57,1
1,e80.png,4,0.32,0.8
1,e80.png,2,0.52,0.8
2,e20.png,4,0.27,0.2
1,e20.png,1,0,0.2
2,e80.png,2,0.45,0.8
1,e20.png,2,0.29,0.2
1,e100.png,3,0.73,1
2,e100.png,1,0,1
1,e100.png,2,0.73,1
2,e20.png,2,0.63,0.2
2,e50.png,1,0.68,0.5
1,e80.png,3,0.74,0.8
2,e20.png,5,0.41,0.2
2,e50.png,2,0.62,0.5
1,e80.png,1,0.71,0.8
2,e50.png,4,0.29,0.5
1,e50.png,2,0.39,0.5
2,e100.png,4,0.6,1
2,e80.png,3,0.26,0.8
2,e100.png,1,0.59,1
1,e100.png,5,0.58,1
1,e50.png,1,0.31,0.5
1,e100.png,4,0.46,1
1,e50.png,1,0,0.5
1,e50.png,4,0.65,0.5
2,e20.png,1,0.26,0.2
2,e80.png,5,0.26,0.8
2,e80.png,4,0.66,0.8
1,e20.png,4,0.49,0.2
2,e80.png,1,0,0.8
2,e100.png,2,0.58,1
1,e50.png,5,0.65,0.5
2,e20.png,3,0.33,0.2
1,e80.png,5,0.73,0.8
1,e20.png,5,0.71,0.2
1,e50.png,3,0.33,0.5
2,e100.png,5,0.47,1
